pdbID,start1,end1,start2,end2,mean.length,linker.length,ChainLength,repeat_cover,secondary.structure,CATH.codes,PfamFamily,PfamCL,Pfam2ratio,CE.Symm,CE.Symm_repeat,couple.count,symmetry,total_symmetry,swapping,cluster,foldseek_cluster
1dkr.A,1,155,157,288,143.5,1,298,0.966442953020134,Alpha Beta,3.40.50.2020,Pribosyltran_N;Pribosyl_synth;Pribosyltran,533,0.0,C2,C2,548,C2,C2,0,52,67
1psw.A,0,148,149,330,165.5,0,331,1.0,Alpha Beta,3.40.50.2000,Glyco_transf_9,113,0.169779286926995,C1,C1,0,else,else,0,72,67
2fug.3,294,455,459,617,160.5,3,737,0.439620081411126,Alpha Beta,-,Molybdopterin,0,0.37037037037037,C1,C2,1694,C2,C2,1,79,67
6s6y.B,10,157,161,347,167.5,3,357,0.946778711484594,Alpha Beta,-,-,0,,C2,C2,2560,C2,C2,1,97,67
2gai.A,160,333,334,486,163.5,0,581,0.562822719449225,Alpha Beta,1.10.460.10;2.70.20.10;1.10.290.10,Topoisom_bac,0,1.87265917602996,C1,C2,1218,C2,C2,1,48,68
2vea.A,112,298,302,487,186.5,3,500,0.752,Alpha Beta,3.30.450.40;3.30.450.20;3.30.450.270,PHY;GAF,161,0.0,C1,C1,0,else,else,0,60,68
5h6s.A,67,247,251,449,190.0,3,456,0.839912280701754,Alpha Beta,-,Amidase,0,0.474308300395257,C1,C1,72,C2,C2,0,42,69
2gi3.A,56,232,240,442,190.0,7,452,0.856194690265487,Alpha Beta,3.90.1300.10;6.10.140.860,Amidase,0,0.474308300395257,C2,C2,62,C2,C2,0,42,69
3p1y.A,1,135,151,312,148.5,15,314,0.993630573248408,Alpha Beta,3.40.1350.150;3.40.1170.20;3.40.1350.10,tRNA_int_endo;tRNA_int_endo_N,236,0.0,C2,C2,35,C2,C2,0,52,69
4clf.A,9,210,250,456,204.5,39,461,0.971800433839479,Alpha Beta,3.30.70.1230,Guanylate_cyc,276,1.96399345335516,C2,C2,957,C2,C2,1,57,69
4s21.A,101,286,292,472,183.5,5,473,0.78646934460888,Alpha Beta,3.30.450.40;3.30.450.20,PHY;GAF,161,0.0,C1,C1,0,else,else,0,60,69
3nt8.A,1,188,201,395,191.5,12,401,0.985037406483791,Alpha Beta,3.40.33.10,CAP,659,1.72272354388843,R,R,0,else,else,0,72,69
1u04.A,352,474,492,661,146.5,17,713,0.434782608695652,Alpha Beta,3.40.50.2300;3.30.420.10,Piwi,219,4.12979351032448,C1,C1,0,else,else,0,72,69
2hh8.A,1,54,67,122,55.0,12,127,0.960629921259842,Alpha Beta,3.30.1810.10,DUF1398,0,0.0,C2,C2,13,C2,C2,0,2,70
4cbv.A,145,193,194,242,49.0,0,251,0.390438247011952,Alpha Beta,2.40.50.1020,LytTR,49,0.0,C1,C1,0,else,else,0,39,70
1cem.A,56,99,100,176,60.5,0,363,0.333333333333333,Alpha Beta,1.50.10.10,Glyco_hydro_8,59,0.0,C1,C1,0,else,else,1,67,70
2hke.A,207,230,231,280,37.0,0,377,0.196286472148541,Mainly Alpha,3.30.70.890,MDD_C,677,2.63157894736842,C1,C1,20,C2,C2,0,1,71
2lpi.A,40,86,87,133,47.0,0,137,0.686131386861314,Mainly Alpha,1.10.274.70,Spidroin_N,0,0.0,D2,C1,0,else,else,0,25,72
2i76.A,156,195,206,246,40.5,10,247,0.368421052631579,Mainly Alpha,1.10.1040.20,DUF2520,106,0.0,C1,C1,0,else,else,0,27,72
2dq3.A,4,51,52,99,48.0,0,425,0.225882352941176,Mainly Alpha,1.10.287.40,Seryl_tRNA_N,298,0.0,C1,C2,131,C2,C2,0,29,72
1e7p.C,15,70,71,99,42.5,0,254,0.334645669291339,Mainly Alpha,1.20.1300.10,-,0,,C1,C1,12,C2,C2,0,1,73
2rfq.A,251,291,292,332,41.0,0,388,0.211340206185567,Mainly Alpha,1.20.140.10,Acyl-CoA_dh_2,87,0.0,C1,C1,48,C2,C2,0,1,73
2k49.A,1,52,53,104,52.0,0,118,0.88135593220339,Mainly Beta,2.30.29.80,DUF1508,0,33.3333333333333,C2,C2,35,C2,C2,1,6,73
2rb7.A,174,235,236,279,53.0,0,360,0.294444444444444,Alpha Beta,3.30.70.360,M20_dimer,0,0.342465753424658,C1,C1,191,C2,C2,1,8,73
1j27.A,0,47,48,95,48.0,0,98,0.979591836734694,Alpha Beta,3.30.70.1120,DUF503,0,0.0,C2,C2,129,C2,C2,1,15,73
1vqs.A,5,48,52,99,46.0,3,110,0.863636363636364,Alpha Beta,3.30.70.100,NIPSNAP,32,3.7037037037037,C2,C2,193,C2,C2,1,15,73
2idl.A,1,52,54,102,50.5,1,113,0.902654867256637,Alpha Beta,3.30.70.1490,Peptidase_Prp,0,0.0,C2,C2,206,C2,C2,1,15,73
2x3g.A,11,55,56,92,41.0,0,116,0.706896551724138,Alpha Beta,3.30.70.1910,-,0,,C2,C2,213,C2,C2,1,26,73
1kqf.C,80,135,143,182,48.0,7,216,0.476851851851852,Mainly Alpha,1.20.950.20,Ni_hydr_CYTB,328,0.0,C1,R,129,C2,C2,0,29,73
6lo8.D,34,75,76,117,42.0,0,119,0.705882352941177,Mainly Alpha,-,CybS,335,0.0,C1,C2,179,C2,C2,1,38,73
1z2l.A,211,270,271,330,60.0,0,411,0.291970802919708,Alpha Beta,3.40.630.10;3.30.70.360,M20_dimer,0,0.342465753424658,C1,C2,212,C2,C2,1,79,73
1a0p.A,0,39,46,78,36.5,6,271,0.291512915129151,Mainly Alpha,1.10.150.130,Phage_int_SAM_1,469,0.0,C1,C2,77,C2,C2,0,1,74
1ffu.A,77,117,119,153,38.0,1,155,0.496774193548387,Mainly Alpha,1.10.150.120,Fer2_2,486,3.21100917431193,C1,C2,0,else,C2,1,1,74
2qgs.A,0,43,45,81,40.5,1,209,0.392344497607655,Mainly Alpha,1.10.472.50,-,0,,C1,C2,0,else,C2,0,1,74
2j5c.A,230,270,271,311,41.0,0,485,0.169072164948454,Mainly Alpha,1.50.10.130;1.10.600.10,Terpene_synth_C,613,16.1016949152542,C1,C2,56,C2,C2,0,1,74
2iie.A,4,39,48,82,35.5,8,204,0.387254901960784,Mainly Alpha,4.10.520.10,-,0,,C2,C2,105,C2,C2,0,1,74
6c0g.A,5,51,52,98,47.0,0,114,0.824561403508772,Mainly Alpha,-,DUF5950,0,0.0,C2,C2,249,C2,C2,0,9,74
3r2x.C,4,40,41,77,37.0,0,82,0.902439024390244,Mainly Alpha,1.10.340.20,DUF1871,0,0.0,C2,C2,8,C2,C2,0,19,74
4wgv.A,19,57,58,105,43.5,0,395,0.220253164556962,Mainly Alpha,-,Nramp,62,7.31707317073171,C2,C1,0,else,else,0,27,74
4n6w.A,23,59,65,98,35.5,5,180,0.422222222222222,Mainly Alpha,1.10.3210.10,HD,237,0.0187617260787993,C1,C1,0,else,else,0,27,74
2a5y.B,3,48,48,95,47.0,1,501,0.18562874251497,Mainly Alpha,1.10.533.10,CARD,41,1.20481927710843,C1,C2,299,C2,C2,1,29,74
2ix1.A,15,81,82,162,74.0,0,643,0.230171073094868,Mainly Beta,2.40.50.140;2.40.50.640,OB_RNB,21,0.0,C1,C1,0,else,else,0,50,75
2j5u.A,40,101,114,188,68.5,12,211,0.706161137440758,Alpha Beta,1.20.5.490;2.40.10.340;2.40.10.350,MreC,0,0.0,C1,C1,0,else,else,0,65,75
5fgp.A,1,65,77,143,66.0,11,144,0.993055555555556,Alpha Beta,3.30.2450.30,PurA,609,10.5263157894737,C2,C2,324,C2,C2,0,77,75
1w0o.A,189,256,257,326,69.0,0,753,0.183266932270916,Mainly Beta,2.60.120.200;2.120.10.10,-,0,,C1,C1,1,C2,C2,0,91,75
2fqz.A,44,78,79,132,44.5,0,290,0.306896551724138,Mainly Alpha,3.40.91.80,-,0,,C1,C2,261,C2,C2,0,1,76
2j6y.A,0,40,41,81,41.0,0,85,0.964705882352941,Mainly Alpha,1.10.1240.30,RsbU_N,637,0.0,C1,C1,0,else,else,0,19,76
2i2l.A,1,54,66,113,51.0,11,130,0.869230769230769,Mainly Beta,2.10.70.50;2.30.30.100,YopX,0,0.0,C1,C1,0,else,else,0,25,77
3tfh.A,52,138,140,226,87.0,1,369,0.474254742547426,Alpha Beta,3.30.1360.120,GCV_T,289,0.675675675675676,C1,C2,221,C2,C2,0,54,77
2k5i.A,1,77,78,141,70.5,0,162,0.87037037037037,Mainly Beta,2.30.30.90,FeoA,206,3.2258064516129,C2,C2,4,C2,C2,0,70,77
2f9h.A,1,58,59,119,59.5,0,121,0.983471074380165,Mainly Beta,2.40.33.40,PTSIIA_gutA,0,0.0,C2,C2,428,C2,C2,1,71,77
2nwi.A,1,80,82,159,79.0,1,160,0.99375,Alpha Beta,3.40.1410.10,DUF98;UTRA,122,0.0,C2,C2,571,C2,C2,0,77,77
1w94.A,1,82,89,154,74.0,6,155,0.993548387096774,Alpha Beta,3.40.50.10480,-,0,,C2,C2,70,C2,C2,0,77,77
2i6y.A,0,58,59,135,68.0,0,419,0.324582338902148,Alpha Beta,3.60.120.10,-,0,,D2,C2,566,C2,C2,1,79,77
1ueb.A,63,124,125,183,60.5,0,184,0.657608695652174,Mainly Beta,2.40.50.140,Elong-fact-P_C;EFP,21,0.0,C1,C1,0,else,else,0,82,77
3jax.C,1,72,77,147,71.5,4,148,0.993243243243243,Mainly Alpha,-,-,0,,C1,C1,0,else,else,0,62,78
2kiv.A,0,66,67,134,67.5,0,135,1.0,Mainly Alpha,1.10.150.50,SAM_1;SAM_2,3,0.862068965517241,C1,C1,0,else,else,0,62,78
1eq1.A,11,77,78,141,65.5,0,166,0.789156626506024,Mainly Alpha,1.20.120.20,ApoLp-III,0,0.0,C2,R,10,C2,C2,1,78,78
1u5t.A,72,144,145,212,70.5,0,213,0.661971830985915,Mainly Alpha,6.10.140.180;1.10.10.10,EAP30,123,0.0,C1,C1,22,C2,C2,0,92,78
1a75.B,26,66,67,107,41.0,0,108,0.759259259259259,Mainly Alpha,1.10.238.10,EF-hand_5;EF-hand_7;EF-hand_8,220,11.3513513513514,C1,C2,187,C2,C2,0,0,79
4dh2.B,1,33,36,69,33.5,2,72,0.958333333333333,Mainly Alpha,1.10.1330.10,Dockerin_1,220,0.213219616204691,C2,C2,87,C2,C2,0,19,79
5m2s.B,2,41,46,77,36.0,4,79,0.962025316455696,Mainly Alpha,-,-,0,,R,C1,40,C2,C2,0,35,79
2kn2.A,5,37,41,73,33.0,3,92,0.75,Mainly Alpha,-,EF-hand_1;EF-hand_7;EF-hand_8;EF-hand_6;EF-hand_5;EF-hand_4;SPARC_Ca_bdg,220,0.970873786407767,C2,C2,209,C2,C2,0,38,79
2ksr.A,1,50,60,128,59.5,9,140,0.914285714285714,Mainly Alpha,1.20.58.390,Neur_chan_memb,0,3.68098159509202,D2,C1,30,C2,C2,0,49,80
5tj5.B,53,111,112,170,59.0,0,187,0.631016042780749,Mainly Alpha,-,ATP-synt_C,0,4.22535211267606,C1,C1,0,else,else,0,59,80
1r2j.A,168,245,246,283,58.0,0,353,0.328611898016997,Alpha Beta,2.40.110.10;1.20.140.10,Acyl-CoA_dh_1,87,1.64271047227926,C1,C1,98,C2,C2,1,79,80
4ox3.A,56,116,134,202,65.0,17,214,0.686915887850467,Alpha Beta,3.30.1380.10,VanY,170,0.0,C1,C1,57,C2,C2,0,94,80
7cal.A,140,214,215,253,57.0,0,444,0.256756756756757,Mainly Alpha,-,Ion_trans,30,10.0046750818139,C1,C1,236,C2,C2,0,98,80
6bh8.A,222,274,275,325,52.0,0,371,0.280323450134771,Alpha Beta,3.30.2010.10,Peptidase_M48,126,1.06382978723404,C1,C2,391,C2,C2,1,8,81
2af7.A,13,48,52,118,51.5,3,119,0.890756302521008,Mainly Alpha,1.20.1290.10,CMD,423,1.5625,C1,C1,0,else,else,0,25,81
5ngb.A,346,407,408,478,66.5,0,816,0.162990196078431,Mainly Beta,2.60.40.150,PI3K_C2,154,0.0,C1,R,0,else,else,0,50,81
2ky4.A,13,72,75,129,57.5,2,149,0.785234899328859,Mainly Alpha,1.10.3130.20,PBS_linker_poly,0,41.6666666666667,R,R,39,C2,C2,0,63,81
2au5.A,15,71,72,128,57.0,0,129,0.883720930232558,Mainly Alpha,1.20.120.590,DUF3206,0,0.0,C2,C2,41,C2,C2,0,63,81
1fyz.E,5,70,84,145,64.0,13,167,0.844311377245509,Mainly Alpha,1.20.1280.10;1.20.1280.30,MeMO_Hyd_G,0,0.0,C1,C1,0,else,else,0,69,81
1wyp.A,8,61,63,129,60.5,1,136,0.897058823529412,Mainly Alpha,1.10.418.10,CH,188,0.606520090978014,C2,C2,305,C2,C2,1,78,81
1cpc.B,26,96,112,170,65.0,15,172,0.843023255813954,Mainly Alpha,1.10.490.20,Phycobilisome,90,0.0,C1,C2,381,C2,C2,1,78,81
5i9k.A,0,62,66,122,60.0,3,123,1.0,Mainly Alpha,1.20.120.550,MAPEG,0,1.17647058823529,C1,C1,0,else,else,1,85,81
1yg2.A,75,119,120,164,45.0,0,169,0.532544378698225,Mainly Alpha,1.10.10.10;6.10.140.190,Vir_act_alpha_C,123,0.0,C1,C1,90,C2,C2,0,0,82
2p61.A,7,59,60,112,53.0,0,114,0.929824561403509,Mainly Alpha,1.20.120.490,DUF327,0,0.0,D2,C1,9,C2,C2,1,14,82
1dio.G,31,83,84,136,53.0,0,137,0.773722627737226,Mainly Alpha,1.10.1510.20,Dehydratase_SU,0,0.0,C1,C1,2,C2,C2,0,16,82
2l81.A,29,78,79,128,50.0,0,176,0.568181818181818,Mainly Alpha,1.20.120.830,Serine_rich,0,0.0,C1,C1,69,C2,C2,0,16,82
5xjl.2,96,149,150,203,54.0,0,204,0.529411764705882,Mainly Alpha,-,SIP1,0,0.0,C1,C1,0,else,else,0,25,82
4pkc.A,177,236,237,296,60.0,0,843,0.142348754448399,Mainly Alpha,-,PFL-like,339,9.09090909090909,C1,C1,0,else,else,0,43,82
2mn2.A,5,64,66,117,56.0,1,122,0.926229508196721,Mainly Alpha,-,YbaJ,0,0.0,D2,C2,0,else,C2,0,49,82
4hzu.S,44,101,102,159,58.0,0,164,0.707317073170732,Mainly Alpha,1.10.1760.20,ECF-ribofla_trS,315,0.0,C1,C1,3,C2,C2,0,63,82
1bbh.A,7,65,66,124,59.0,0,131,0.900763358778626,Mainly Alpha,1.20.120.10,Cytochrom_C_2,0,0.0,C2,C1,59,C2,C2,1,85,82
2lbc.A,0,62,77,115,51.0,14,126,0.920634920634921,Mainly Alpha,1.10.8.10,UBA,214,0.970873786407767,C1,C1,0,else,else,0,36,83
1vct.A,18,62,63,107,45.0,0,193,0.466321243523316,Mainly Alpha,1.20.58.220,PhoU,297,2.12765957446809,C1,C2,291,C2,C2,1,1,84
4c0z.A,90,134,135,179,45.0,0,208,0.432692307692308,Mainly Alpha,2.30.30.670;1.10.150.480,TED,0,0.0,C1,C1,34,C2,C2,1,1,84
5n6y.C,1,44,50,100,47.5,5,112,0.892857142857143,Mainly Alpha,-,AnfG_VnfG,0,0.0,C2,C2,252,C2,C2,1,9,84
6kac.Q,40,93,94,147,54.0,0,148,0.72972972972973,Mainly Alpha,-,PsbQ,0,0.0,C1,C2,33,C2,C2,1,9,84
2etd.A,4,57,58,111,54.0,0,141,0.765957446808511,Mainly Alpha,1.20.1440.20,LemA,0,0.0,C1,C2,45,C2,C2,1,9,84
1ng6.A,0,41,42,91,46.0,0,148,0.621621621621622,Mainly Alpha,1.10.1510.10,YqeY,279,0.0,C1,C1,24,C2,C2,0,16,84
2ijq.A,11,60,61,110,50.0,0,145,0.689655172413793,Mainly Alpha,1.10.3450.10,DUF309,0,0.0,C1,C1,2,C2,C2,0,16,84
2ld6.A,0,54,55,109,55.0,0,133,0.827067669172932,Mainly Alpha,1.20.120.160,Hpt,0,1.20734908136483,C1,C1,9,C2,C2,1,16,84
3ezh.A,4,53,54,103,50.0,0,114,0.87719298245614,Mainly Alpha,1.20.120.960,PilJ,0,1.42857142857143,D2,D2,46,C2,C2,1,16,84
3fbz.A,30,75,80,122,44.5,4,123,0.75609756097561,Mainly Alpha,1.20.58.800,-,0,,C2,C1,0,else,else,1,20,84
4rp8.A,307,340,341,396,45.0,0,442,0.203619909502262,Mainly Alpha,-,EIIC-GAT,0,0.0,C2,C1,0,else,else,0,27,84
4axz.A,80,131,132,183,52.0,0,218,0.477064220183486,Mainly Alpha,1.10.3160.10,PFam54_60,0,0.0,C1,C2,94,C2,C2,0,29,84
1t6i.A,7,58,59,110,52.0,0,111,0.936936936936937,Mainly Alpha,1.20.120.400,Sod_Ni,0,0.0,C1,C1,0,else,else,1,36,84
1vh6.A,2,51,52,101,50.0,0,102,0.980392156862745,Mainly Alpha,6.10.140.1940,FliS,0,0.0,C1,C1,0,else,else,0,36,84
2ffj.A,0,54,55,119,60.0,0,268,0.447761194029851,Mainly Alpha,1.10.8.380;1.10.285.20,ARMT1-like_dom,0,1.63934426229508,C1,C1,0,else,else,0,43,84
4ux3.A,166,231,232,297,66.0,0,436,0.302752293577982,Mainly Alpha,-,-,0,,C1,C1,166,C2,C2,1,44,84
6gcs.J,13,70,71,128,58.0,0,140,0.828571428571429,Mainly Alpha,-,-,0,,C1,C1,0,else,else,0,59,84
3fgg.A,25,83,84,142,59.0,0,147,0.802721088435374,Mainly Alpha,1.10.3950.10,DUF3600,0,0.0,C1,C1,1,C2,C2,0,63,84
1ug7.A,0,56,57,113,57.0,0,128,0.890625,Mainly Alpha,1.20.120.360,Aida_N,0,0.0,C2,C2,51,C2,C2,1,63,84
2apl.A,4,68,69,136,66.5,0,149,0.89261744966443,Mainly Alpha,1.10.8.330;1.10.8.340,DUF1896,0,0.0,C1,C1,0,else,else,0,69,84
1e2x.A,89,151,152,218,65.0,0,222,0.585585585585586,Mainly Alpha,1.20.120.530,FadR_C;FCD,388,0.0,C1,C2,455,C2,C2,1,78,84
6ezo.C,0,59,60,115,58.0,0,307,0.37785016286645,Mainly Alpha,-,IF-2B,246,1.14942528735632,C1,C2,0,else,C2,0,98,84
1b8f.A,192,240,241,306,57.5,0,507,0.226824457593688,Mainly Alpha,1.10.275.10;1.20.200.10,Lyase_aromatic,0,7.35294117647059,C1,C1,294,C2,C2,1,98,84
1lf6.A,279,344,345,400,61.0,0,674,0.181008902077151,Mainly Alpha,2.70.98.10;1.50.10.10,Glyco_hydro_15,59,3.2258064516129,C1,C1,1,C2,C2,0,99,84
4yi7.A,252,293,296,329,38.0,2,332,0.234939759036145,Mainly Alpha,3.40.1030.10,Glycos_transf_3,0,3.33333333333333,C1,C1,11,C2,C2,0,1,85
2m67.A,3,41,42,80,39.0,0,81,0.962962962962963,Mainly Alpha,1.10.287.910,Transport_MerF,0,0.0,C2,C2,177,C2,C2,0,19,85
3ub0.B,4,39,46,78,34.5,6,82,0.914634146341463,Mainly Alpha,-,CoV_NSP7,0,0.0,C2,C2,63,C2,C2,0,35,85
2m71.A,10,41,42,73,32.0,0,98,0.653061224489796,Alpha Beta,3.30.110.10,IF3_C,0,0.0,C1,C1,0,else,else,0,31,86
1tx6.I,0,55,56,109,55.0,0,110,1.0,Mainly Beta,2.10.69.10,Bowman-Birk_leg,0,66.6666666666667,C1,C1,1,C2,C2,0,17,87
2m74.A,5,69,74,135,63.5,4,136,0.963235294117647,Mainly Beta,2.10.25.10,Fibrillin_U_N,1,0.0,C1,C1,0,else,else,0,40,87
2xol.A,96,131,132,167,36.0,0,168,0.428571428571429,Mainly Alpha,1.10.3480.10,-,0,,C1,C1,11,C2,C2,0,1,88
1guk.A,61,106,107,144,42.0,0,215,0.390697674418605,Mainly Alpha,3.40.30.10;1.20.1050.10,-,0,,C1,C1,88,C2,C2,0,1,88
6jwp.B,76,110,111,151,38.0,0,294,0.258503401360544,Alpha Beta,-,Gtr1_RagA,23,1.47058823529412,C1,C1,0,else,else,0,3,88
1z9h.A,123,151,152,198,38.0,0,274,0.277372262773723,Alpha Beta,3.40.30.10;6.20.200.30,-,0,,C1,C1,0,else,else,0,3,88
3ze3.A,20,67,68,115,48.0,0,116,0.827586206896552,Mainly Alpha,1.10.287.3610,DAGK_prokar,0,0.0,C1,C2,60,C2,C2,0,16,88
1tfk.B,1,40,41,80,40.0,0,86,0.930232558139535,Mainly Alpha,1.20.120.650,Colicin_immun,0,0.0,C1,C1,9,C2,C2,0,19,88
4u5b.E,8,44,45,81,37.0,0,85,0.870588235294118,Mainly Alpha,1.20.120.1800,-,0,,D2,C1,0,else,else,1,20,88
2mar.A,19,63,64,108,45.0,0,134,0.671641791044776,Mainly Alpha,-,DUF148,0,0.0,C1,C1,0,else,else,0,22,88
5zwn.Y,64,107,108,151,44.0,0,196,0.448979591836735,Mainly Alpha,-,LUC7,0,4.34782608695652,C1,C1,0,else,else,0,27,88
6dg5.A,1,41,47,90,42.5,5,93,0.967741935483871,Mainly Alpha,-,-,0,,C2,C2,0,else,C2,0,35,88
2ajt.A,220,242,243,282,31.5,0,498,0.126506024096386,Mainly Alpha,-,Arabinose_Isome,0,0.0,C1,C1,24,C2,C2,0,5,89
2mp8.A,1,30,31,63,31.5,0,64,0.984375,Mainly Alpha,1.20.225.10,Bacteriocin_IId,0,0.0,C2,C2,14,C2,C2,0,19,89
1u9p.A,18,54,58,94,37.0,3,96,0.802083333333333,Mainly Alpha,1.10.1220.10,Arc,57,0.0,C2,C2,88,C2,C2,0,0,90
1gak.A,34,77,78,121,44.0,0,137,0.642335766423358,Mainly Alpha,1.20.150.10,Egg_lysin,0,0.0,C1,C2,210,C2,C2,0,0,90
2b4a.A,1,43,46,107,52.5,2,116,0.922413793103448,Alpha Beta,3.40.50.2300,-,0,,C2,C1,155,C2,C2,0,2,90
4pbw.B,33,75,76,118,43.0,0,262,0.32824427480916,Alpha Beta,-,-,0,,C1,C1,0,else,else,1,3,90
6ryb.C,67,124,125,174,54.0,0,312,0.346153846153846,Mainly Alpha,-,SidE_PDE,237,0.0,C1,C1,0,else,else,0,7,90
1e0c.A,148,197,210,259,50.0,12,271,0.413284132841328,Alpha Beta,3.40.250.10,Rhodanese,31,2.71646859083192,C2,R,90,C2,C2,1,8,90
2l2q.A,0,43,49,83,39.5,5,109,0.770642201834862,Alpha Beta,3.40.50.2300,PTS_IIB,31,0.0,C2,C1,24,C2,C2,0,10,90
1u78.A,0,50,51,102,51.5,0,103,1.0,Mainly Alpha,1.10.10.60;1.10.10.10,HTH_Tnp_Tc3_1,123,0.0,C2,C2,0,else,C2,0,14,90
4cvh.A,233,272,273,319,43.5,0,391,0.222506393861893,Alpha Beta,3.90.550.10,ISPD_C,63,0.0,C1,C2,96,C2,C2,0,21,90
1ilw.A,1,47,48,91,45.5,0,179,0.508379888268156,Alpha Beta,3.40.50.850,Isochorismatase,0,0.398406374501992,C2,C1,0,else,else,0,23,90
4pe6.A,109,168,169,218,55.0,0,322,0.341614906832298,Alpha Beta,-,Peripla_BP_4,144,0.0,C1,C2,107,C2,C2,0,24,90
1b5o.A,113,152,153,212,50.0,0,382,0.261780104712042,Alpha Beta,3.40.640.10,Aminotran_1_2;DegT_DnrJ_EryC1,61,0.809716599190283,C1,C1,3,C2,C2,0,24,90
2n3z.A,0,44,45,89,45.0,0,99,0.909090909090909,Alpha Beta,3.40.50.11230,-,0,,C2,C2,332,C2,C2,1,37,90
6l3o.A,9,43,44,100,46.0,0,248,0.370967741935484,Alpha Beta,-,ECH_1;ECH_2,127,2.71844660194175,C1,C1,0,else,else,1,39,90
2npn.A,10,54,65,119,50.0,10,238,0.46218487394958,Alpha Beta,3.40.1010.10,TP_methylase,0,0.476190476190476,C1,C1,0,else,else,0,39,90
4jgl.A,31,63,64,96,33.0,0,152,0.434210526315789,Mainly Beta,2.40.128.530,-,0,,D2,C1,0,else,else,0,11,91
2odh.A,124,144,145,184,30.5,0,233,0.261802575107296,Mainly Beta,3.40.210.20;3.30.70.3570,-,0,,C1,C1,0,else,else,0,11,91
2ofc.A,6,78,52,138,80.0,27,141,0.943262411347518,Mainly Beta,2.60.270.20,FB_lectin,293,0.0,C1,C1,11,C2,C2,0,61,92
5aa7.A,67,102,103,138,36.0,0,142,0.507042253521127,Alpha Beta,2.70.50.50,LPMO_10,159,0.952380952380952,C1,C2,126,C2,C2,0,10,93
4rl9.A,0,22,23,63,32.0,0,205,0.31219512195122,Mainly Beta,2.40.160.170,-,0,,C1,C1,0,else,else,0,11,93
2ooj.A,24,56,57,89,33.0,0,131,0.50381679389313,Mainly Beta,2.40.350.10,DUF3224,650,0.0,C1,C1,0,else,else,0,31,93
6uhi.A,2,92,93,183,91.0,0,185,0.983783783783784,Mainly Alpha,-,RyR,0,47.3684210526316,C2,C2,341,C2,C2,0,49,94
2p01.A,0,99,100,214,107.5,0,323,0.665634674922601,Mainly Alpha,1.20.81.10,Alpha-2-MRAP_N;Alpha-2-MRAP_C,0,0.0,C1,C1,0,else,else,0,56,94
2q0t.A,0,127,133,255,125.5,5,258,0.992248062015504,Mainly Alpha,1.20.1290.10,CMD,423,1.5625,C2,C2,978,C2,C2,1,58,94
5way.A,146,251,252,384,119.5,0,482,0.495850622406639,Mainly Alpha,-,PRD_Mga,166,0.0,C1,C1,0,else,else,0,81,94
2p0n.A,24,63,64,103,40.0,0,161,0.496894409937888,Mainly Alpha,1.20.120.520,Hemerythrin,0,5.4140127388535,C2,C2,196,C2,C2,0,1,95
2pyq.A,0,38,48,91,41.5,9,114,0.807017543859649,Mainly Alpha,1.10.238.120,DUF2853,0,0.0,C2,C1,51,C2,C2,0,0,96
4mnd.A,299,348,349,398,50.0,0,408,0.245098039215686,Mainly Alpha,1.20.120.1760,CDP-OH_P_transf,0,0.0,C1,C1,0,else,else,1,7,96
4mdw.A,20,73,78,130,53.5,4,147,0.755102040816326,Mainly Beta,2.30.30.1210,DUF1541,10,14.2857142857143,C2,C2,36,C2,C2,1,6,97
2q2l.A,5,61,71,141,64.0,9,152,0.901315789473684,Mainly Beta,2.60.40.200,Sod_Cu,0,6.03448275862069,C2,C2,206,C2,C2,0,61,97
3ccy.A,0,37,38,107,54.0,0,192,0.5625,Mainly Alpha,1.10.10.60;1.10.357.10,TetR_N,123,0.0,C1,C1,0,else,else,1,25,98
2q9f.A,171,226,227,260,45.0,0,433,0.207852193995381,Mainly Alpha,1.10.630.10,-,0,,C1,C1,0,else,else,0,27,98
2a2f.X,13,166,167,295,141.5,0,296,0.956081081081081,Mainly Alpha,1.10.357.30;1.20.58.670,Sec15,295,2.5,C1,C1,0,else,else,0,40,99
2qiz.A,569,682,683,834,133.0,0,943,0.282078472958643,Mainly Alpha,-,Ufd2P_core,0,7.2463768115942,C1,H,0,else,else,0,43,99
6x02.A,399,514,515,649,125.5,0,650,0.386153846153846,Mainly Alpha,-,Nup84_Nup100,0,8.51063829787234,C1,C1,0,else,else,0,43,99
5e4r.A,189,320,328,458,131.5,7,466,0.579399141630901,Mainly Alpha,-,IlvC,106,5.55555555555556,C2,C2,1841,C2,C2,1,55,99
1yrl.A,213,339,349,470,124.5,9,487,0.529774127310062,Mainly Alpha,1.10.1040.10,IlvC,106,5.55555555555556,C2,C2,1775,C2,C2,1,55,99
3kbc.A,0,131,132,247,124.0,0,412,0.601941747572815,Mainly Alpha,1.10.3860.10,SDF,0,6.15384615384615,C1,C2,940,C2,C2,1,55,99
2a1d.D,18,137,145,230,103.0,7,282,0.75531914893617,Mainly Alpha,1.20.120.750;1.20.120.760,Coagulase,0,0.0,C1,C1,0,else,else,0,56,99
4jgw.A,45,154,156,305,130.0,1,396,0.659090909090909,Alpha Beta,1.20.870.10;1.10.840.10,RasGEF_N;RasGEF,542,0.763358778625954,C1,R,0,else,else,0,60,99
4oww.A,122,255,256,408,143.5,0,463,0.619870410367171,Mainly Alpha,-,Ints3_N,0,4.16666666666667,C1,C1,1,C2,C2,0,83,99
